Review,text_clean,text_casefoldingText,text_final_splitted,text_slangwords,text_tokenizingText,text_normalized,text_stopword,text_sentenced,text_final_stemmed,fitur_terdeteksi,text_final_stemmed_tokenized,polarity_score,polarity
"Masih demo uji coba, baru langkah awal cara daftar yg mudah",Masih demo uji coba baru langkah awal cara daftar yg mudah,masih demo uji coba baru langkah awal cara daftar yg mudah,masih demo uji coba baru langkah awal cara daftar yg mudah,masih demo uji coba baru langkah awal cara daftar yang mudah,"['masih', 'demo', 'uji', 'coba', 'baru', 'langkah', 'awal', 'cara', 'daftar', 'yang', 'mudah']","['masih', 'demo', 'uji', 'coba', 'baru', 'langkah', 'awal', 'cara', 'daftar', 'yang', 'mudah']","['demo', 'uji', 'coba', 'langkah', 'daftar', 'mudah']",demo uji coba langkah daftar mudah,demo uji coba langkah daftar mudah,,"['demo', 'uji', 'coba', 'langkah', 'daftar', 'mudah']",13,positive
cocok untuk pemula seperti saya yg sedang belajar bahasa Jepang,cocok untuk pemula seperti saya yg sedang belajar bahasa Jepang,cocok untuk pemula seperti saya yg sedang belajar bahasa jepang,cocok untuk pemula seperti saya yg sedang belajar bahasa jepang,cocok untuk pemula seperti saya yang sedang belajar bahasa jepang,"['cocok', 'untuk', 'pemula', 'seperti', 'saya', 'yang', 'sedang', 'belajar', 'bahasa', 'jepang']","['cocok', 'untuk', 'pemula', 'seperti', 'saya', 'yang', 'sedang', 'belajar', 'bahasa', 'jepang']","['cocok', 'pemula', 'belajar', 'bahasa', 'jepang']",cocok pemula belajar bahasa jepang,cocok mula ajar bahasa jepang,,"['cocok', 'mula', 'ajar', 'bahasa', 'jepang']",13,positive
mantqp,mantqp,mantqp,mantqp,mantqp,['mantqp'],['mantqp'],['mantqp'],mantqp,mantqp,,['mantqp'],0,neutral
sangat bermanfaat sekali. berkat aplikasi ini saya bisa memahami kosakata Jepang,sangat bermanfaat sekali berkat aplikasi ini saya bisa memahami kosakata Jepang,sangat bermanfaat sekali berkat aplikasi ini saya bisa memahami kosakata jepang,sangat bermanfaat sekali berkat aplikasi ini saya bisa memahami kosakata jepang,sangat bermanfaat sekali berkat aplikasi ini saya bisa memahami kosakata jepang,"['sangat', 'bermanfaat', 'sekali', 'berkat', 'aplikasi', 'ini', 'saya', 'bisa', 'memahami', 'kosakata', 'jepang']","['sangat', 'bermanfaat', 'sekali', 'berkat', 'aplikasi', 'ini', 'saya', 'bisa', 'memahami', 'kosakata', 'jepang']","['bermanfaat', 'berkat', 'aplikasi', 'memahami', 'kosakata', 'jepang']",bermanfaat berkat aplikasi memahami kosakata jepang,manfaat berkat aplikasi paham kosakata jepang,kotoba,"['manfaat', 'berkat', 'aplikasi', 'paham', 'kosakata', 'jepang']",10,positive
lumayan,lumayan,lumayan,lumayan,lumayan,['lumayan'],['lumayan'],['lumayan'],lumayan,lumayan,,['lumayan'],2,positive
bagus banget apknya,bagus banget apknya,bagus banget apknya,bagus banget apknya,bagus banget apknya,"['bagus', 'banget', 'apknya']","['bagus', 'banget', 'apknya']","['bagus', 'banget', 'apknya']",bagus banget apknya,bagus banget apknya,,"['bagus', 'banget', 'apknya']",5,positive
aplikasi bagus banget terutama untuk pemula,aplikasi bagus banget terutama untuk pemula,aplikasi bagus banget terutama untuk pemula,aplikasi bagus banget terutama untuk pemula,aplikasi bagus banget terutama untuk pemula,"['aplikasi', 'bagus', 'banget', 'terutama', 'untuk', 'pemula']","['aplikasi', 'bagus', 'banget', 'terutama', 'untuk', 'pemula']","['aplikasi', 'bagus', 'banget', 'pemula']",aplikasi bagus banget pemula,aplikasi bagus banget mula,,"['aplikasi', 'bagus', 'banget', 'mula']",12,positive
jadi bisa bahasa jepang sedikit,jadi bisa bahasa jepang sedikit,jadi bisa bahasa jepang sedikit,jadi bisa bahasa jepang sedikit,jadi bisa bahasa jepang sedikit,"['jadi', 'bisa', 'bahasa', 'jepang', 'sedikit']","['jadi', 'bisa', 'bahasa', 'jepang', 'sedikit']","['bahasa', 'jepang']",bahasa jepang,bahasa jepang,,"['bahasa', 'jepang']",4,positive
aplikasinya sangat bagus,aplikasinya sangat bagus,aplikasinya sangat bagus,aplikasinya sangat bagus,aplikasinya sangat bagus,"['aplikasinya', 'sangat', 'bagus']","['aplikasinya', 'sangat', 'bagus']","['aplikasinya', 'bagus']",aplikasinya bagus,aplikasi bagus,,"['aplikasi', 'bagus']",8,positive
sumpah langsung nyantol pake apk ini,sumpah langsung nyantol pake apk ini,sumpah langsung nyantol pake apk ini,sumpah langsung nyantol pake apk ini,sumpah langsung nyantol pakai apk ini,"['sumpah', 'langsung', 'nyantol', 'pakai', 'apk', 'ini']","['sumpah', 'langsung', 'nyantol', 'pakai', 'apk', 'ini']","['sumpah', 'langsung', 'nyantol', 'pakai', 'apk']",sumpah langsung nyantol pakai apk,sumpah langsung nyantol pakai apk,,"['sumpah', 'langsung', 'nyantol', 'pakai', 'apk']",6,positive
jujur keren apk nya membantu sekali ngak banyak iklan ngk vvip cacicu kyak sebelah,jujur keren apk nya membantu sekali ngak banyak iklan ngk vvip cacicu kyak sebelah,jujur keren apk nya membantu sekali ngak banyak iklan ngk vvip cacicu kyak sebelah,jujur keren apk nya membantu sekali ngak banyak iklan ngk vvip cacicu kyak sebelah,jujur keren apk nya membantu sekali ngak banyak iklan ngk vvip cacicu kyak sebelah,"['jujur', 'keren', 'apk', 'nya', 'membantu', 'sekali', 'ngak', 'banyak', 'iklan', 'ngk', 'vvip', 'cacicu', 'kyak', 'sebelah']","['jujur', 'keren', 'apk', 'nya', 'membantu', 'sekali', 'ngak', 'banyak', 'iklan', 'ngk', 'vvip', 'cacicu', 'kyak', 'sebelah']","['jujur', 'keren', 'apk', 'membantu', 'ngak', 'iklan', 'ngk', 'vvip', 'cacicu', 'kyak', 'sebelah']",jujur keren apk membantu ngak iklan ngk vvip cacicu kyak sebelah,jujur keren apk bantu ngak iklan ngk vvip cacicu kyak belah,,"['jujur', 'keren', 'apk', 'bantu', 'ngak', 'iklan', 'ngk', 'vvip', 'cacicu', 'kyak', 'belah']",12,positive
mantab,mantab,mantab,mantab,mantab,['mantab'],['mantab'],['mantab'],mantab,mantab,,['mantab'],0,neutral
sangat membantu bagi orang yang ingin kerja di jepang👍,sangat membantu bagi orang yang ingin kerja di jepang,sangat membantu bagi orang yang ingin kerja di jepang,sangat membantu bagi orang yang ingin kerja di jepang,sangat membantu bagi orang yang ingin kerja di jepang,"['sangat', 'membantu', 'bagi', 'orang', 'yang', 'ingin', 'kerja', 'di', 'jepang']","['sangat', 'membantu', 'bagi', 'orang', 'yang', 'ingin', 'kerja', 'di', 'jepang']","['membantu', 'orang', 'kerja', 'jepang']",membantu orang kerja jepang,bantu orang kerja jepang,,"['bantu', 'orang', 'kerja', 'jepang']",6,positive
Ini cara milih jawaban latihan jlpt nya gmna sih?. Udh di tekan² jwabn ny msih aja gak kepilih Apa emng gtu konsep nya?,Ini cara milih jawaban latihan jlpt nya gmna sih Udh di tekan jwabn ny msih aja gak kepilih Apa emng gtu konsep nya,ini cara milih jawaban latihan jlpt nya gmna sih udh di tekan jwabn ny msih aja gak kepilih apa emng gtu konsep nya,ini cara milih jawaban latihan jlpt nya gmna sih udh di tekan jwabn ny msih aja gak kepilih apa emng gtu konsep nya,ini cara milih jawaban latihan jlpt nya gmna sih sudah di tekan jwabn ny msih saja tidak kepilih apa memang gtu konsep nya,"['ini', 'cara', 'milih', 'jawaban', 'latihan', 'jlpt', 'nya', 'gmna', 'sih', 'sudah', 'di', 'tekan', 'jwabn', 'ny', 'msih', 'saja', 'tidak', 'kepilih', 'apa', 'memang', 'gtu', 'konsep', 'nya']","['ini', 'cara', 'milih', 'jawaban', 'latihan', 'jlpt', 'nya', 'gmna', 'sih', 'sudah', 'di', 'tekan', 'jwabn', 'ny', 'msih', 'saja', 'tidak', 'kepilih', 'apa', 'memang', 'gtu', 'konsep', 'nya']","['milih', 'latihan', 'jlpt', 'gmna', 'tekan', 'jwabn', 'ny', 'msih', 'kepilih', 'gtu', 'konsep']",milih latihan jlpt gmna tekan jwabn ny msih kepilih gtu konsep,milih latih jlpt gmna tekan jwabn ny msih pilih gtu konsep,,"['milih', 'latih', 'jlpt', 'gmna', 'tekan', 'jwabn', 'ny', 'msih', 'pilih', 'gtu', 'konsep']",9,positive
bisa belajar bagus,bisa belajar bagus,bisa belajar bagus,bisa belajar bagus,bisa belajar bagus,"['bisa', 'belajar', 'bagus']","['bisa', 'belajar', 'bagus']","['belajar', 'bagus']",belajar bagus,ajar bagus,,"['ajar', 'bagus']",7,positive
untuk aplikasi nya bagus bgtttt,untuk aplikasi nya bagus bgtttt,untuk aplikasi nya bagus bgtttt,untuk aplikasi nya bagus bgtttt,untuk aplikasi nya bagus bgtttt,"['untuk', 'aplikasi', 'nya', 'bagus', 'bgtttt']","['untuk', 'aplikasi', 'nya', 'bagus', 'bgtttt']","['aplikasi', 'bagus', 'bgtttt']",aplikasi bagus bgtttt,aplikasi bagus bgtttt,,"['aplikasi', 'bagus', 'bgtttt']",8,positive
bagus bgt buat memgingat,bagus bgt buat memgingat,bagus bgt buat memgingat,bagus bgt buat memgingat,bagus banget buat memgingat,"['bagus', 'banget', 'buat', 'memgingat']","['bagus', 'banget', 'buat', 'memgingat']","['bagus', 'banget', 'memgingat']",bagus banget memgingat,bagus banget memgingat,,"['bagus', 'banget', 'memgingat']",5,positive
asik aja sih,asik aja sih,asik aja sih,asik aja sih,asik saja sih,"['asik', 'saja', 'sih']","['asik', 'saja', 'sih']",['asik'],asik,asik,,['asik'],4,positive
bagusss banget buat yang Baru belajar ^⁠_⁠^,bagusss banget buat yang Baru belajar,bagusss banget buat yang baru belajar,bagusss banget buat yang baru belajar,bagusss banget buat yang baru belajar,"['bagusss', 'banget', 'buat', 'yang', 'baru', 'belajar']","['bagus', 'banget', 'buat', 'yang', 'baru', 'belajar']","['bagus', 'banget', 'belajar']",bagus banget belajar,bagus banget ajar,,"['bagus', 'banget', 'ajar']",8,positive
bagus aplikasi ini sangat membantu,bagus aplikasi ini sangat membantu,bagus aplikasi ini sangat membantu,bagus aplikasi ini sangat membantu,bagus aplikasi ini sangat membantu,"['bagus', 'aplikasi', 'ini', 'sangat', 'membantu']","['bagus', 'aplikasi', 'ini', 'sangat', 'membantu']","['bagus', 'aplikasi', 'membantu']",bagus aplikasi membantu,bagus aplikasi bantu,,"['bagus', 'aplikasi', 'bantu']",12,positive
susah sekali🥲,susah sekali,susah sekali,susah sekali,susah sekali,"['susah', 'sekali']","['susah', 'sekali']",['susah'],susah,susah,,['susah'],3,positive
semoga membantu saya berlajar bahasa Jepang,semoga membantu saya berlajar bahasa Jepang,semoga membantu saya berlajar bahasa jepang,semoga membantu saya berlajar bahasa jepang,semoga membantu saya berlajar bahasa jepang,"['semoga', 'membantu', 'saya', 'berlajar', 'bahasa', 'jepang']","['semoga', 'membantu', 'saya', 'berlajar', 'bahasa', 'jepang']","['semoga', 'membantu', 'berlajar', 'bahasa', 'jepang']",semoga membantu berlajar bahasa jepang,moga bantu berlajar bahasa jepang,,"['moga', 'bantu', 'berlajar', 'bahasa', 'jepang']",9,positive
bisa mengerti hirakana,bisa mengerti hirakana,bisa mengerti hirakana,bisa mengerti hirakana,bisa mengerti hirakana,"['bisa', 'mengerti', 'hirakana']","['bisa', 'mengerti', 'hirakana']","['mengerti', 'hirakana']",mengerti hirakana,erti hirakana,,"['erti', 'hirakana']",2,positive
aplikasi yang sangat bagus lebih mudah dalam mendalami bahasa jepang,aplikasi yang sangat bagus lebih mudah dalam mendalami bahasa jepang,aplikasi yang sangat bagus lebih mudah dalam mendalami bahasa jepang,aplikasi yang sangat bagus lebih mudah dalam mendalami bahasa jepang,aplikasi yang sangat bagus lebih mudah dalam mendalami bahasa jepang,"['aplikasi', 'yang', 'sangat', 'bagus', 'lebih', 'mudah', 'dalam', 'mendalami', 'bahasa', 'jepang']","['aplikasi', 'yang', 'sangat', 'bagus', 'lebih', 'mudah', 'dalam', 'mendalami', 'bahasa', 'jepang']","['aplikasi', 'bagus', 'mudah', 'mendalami', 'bahasa', 'jepang']",aplikasi bagus mudah mendalami bahasa jepang,aplikasi bagus mudah dalam bahasa jepang,,"['aplikasi', 'bagus', 'mudah', 'dalam', 'bahasa', 'jepang']",16,positive
pengen ke jepang,pengen ke jepang,pengen ke jepang,pengen ke jepang,ingin ke jepang,"['ingin', 'ke', 'jepang']","['ingin', 'ke', 'jepang']",['jepang'],jepang,jepang,,['jepang'],0,neutral
"cocok buat pemula yang mau belajar bahasa jepang, kalau boleh disarankan sih beli buku bahasa jepang juga biar lengkap, pokoknya nih aplikasi sangat bagus pesan buat admin:ini aplikasi udah bagus sangat bagus tidak ada celah buruk, bintang 5 buat nih aplikasi",cocok buat pemula yang mau belajar bahasa jepang kalau boleh disarankan sih beli buku bahasa jepang juga biar lengkap pokoknya nih aplikasi sangat bagus pesan buat adminini aplikasi udah bagus sangat bagus tidak ada celah buruk bintang  buat nih aplikasi,cocok buat pemula yang mau belajar bahasa jepang kalau boleh disarankan sih beli buku bahasa jepang juga biar lengkap pokoknya nih aplikasi sangat bagus pesan buat adminini aplikasi udah bagus sangat bagus tidak ada celah buruk bintang  buat nih aplikasi,cocok buat pemula yang mau belajar bahasa jepang kalau boleh disarankan sih beli buku bahasa jepang juga biar lengkap pokoknya nih aplikasi sangat bagus pesan buat adminini aplikasi udah bagus sangat bagus tidak ada celah buruk bintang  buat nih aplikasi,cocok buat pemula yang mau belajar bahasa jepang kalau boleh disarankan sih beli buku bahasa jepang juga biar lengkap pokoknya ini aplikasi sangat bagus pesan buat adminini aplikasi sudah bagus sangat bagus tidak ada celah buruk bintang buat ini aplikasi,"['cocok', 'buat', 'pemula', 'yang', 'mau', 'belajar', 'bahasa', 'jepang', 'kalau', 'boleh', 'disarankan', 'sih', 'beli', 'buku', 'bahasa', 'jepang', 'juga', 'biar', 'lengkap', 'pokoknya', 'ini', 'aplikasi', 'sangat', 'bagus', 'pesan', 'buat', 'adminini', 'aplikasi', 'sudah', 'bagus', 'sangat', 'bagus', 'tidak', 'ada', 'celah', 'buruk', 'bintang', 'buat', 'ini', 'aplikasi']","['cocok', 'buat', 'pemula', 'yang', 'mau', 'belajar', 'bahasa', 'jepang', 'kalau', 'boleh', 'disarankan', 'sih', 'beli', 'buku', 'bahasa', 'jepang', 'juga', 'biar', 'lengkap', 'pokoknya', 'ini', 'aplikasi', 'sangat', 'bagus', 'pesan', 'buat', 'adminini', 'aplikasi', 'sudah', 'bagus', 'sangat', 'bagus', 'tidak', 'ada', 'celah', 'buruk', 'bintang', 'buat', 'ini', 'aplikasi']","['cocok', 'pemula', 'belajar', 'bahasa', 'jepang', 'disarankan', 'beli', 'buku', 'bahasa', 'jepang', 'biar', 'lengkap', 'pokoknya', 'aplikasi', 'bagus', 'pesan', 'adminini', 'aplikasi', 'bagus', 'bagus', 'celah', 'buruk', 'bintang', 'aplikasi']",cocok pemula belajar bahasa jepang disarankan beli buku bahasa jepang biar lengkap pokoknya aplikasi bagus pesan adminini aplikasi bagus bagus celah buruk bintang aplikasi,cocok mula ajar bahasa jepang saran beli buku bahasa jepang biar lengkap pokok aplikasi bagus pesan adminini aplikasi bagus bagus celah buruk bintang aplikasi,,"['cocok', 'mula', 'ajar', 'bahasa', 'jepang', 'saran', 'beli', 'buku', 'bahasa', 'jepang', 'biar', 'lengkap', 'pokok', 'aplikasi', 'bagus', 'pesan', 'adminini', 'aplikasi', 'bagus', 'bagus', 'celah', 'buruk', 'bintang', 'aplikasi']",59,positive
baguss banget,baguss banget,baguss banget,baguss banget,baguss banget,"['baguss', 'banget']","['baguss', 'banget']","['baguss', 'banget']",baguss banget,baguss banget,,"['baguss', 'banget']",1,positive
kakkoi,kakkoi,kakkoi,kakkoi,kakkoi,['kakkoi'],['kakkoi'],['kakkoi'],kakkoi,kakkoi,,['kakkoi'],0,neutral
terimakasih sangat bermanfaat,terimakasih sangat bermanfaat,terimakasih sangat bermanfaat,terimakasih sangat bermanfaat,terimakasih sangat bermanfaat,"['terimakasih', 'sangat', 'bermanfaat']","['terimakasih', 'sangat', 'bermanfaat']","['terimakasih', 'bermanfaat']",terimakasih bermanfaat,terimakasih manfaat,,"['terimakasih', 'manfaat']",10,positive
aplikasi nya bagus,aplikasi nya bagus,aplikasi nya bagus,aplikasi nya bagus,aplikasi nya bagus,"['aplikasi', 'nya', 'bagus']","['aplikasi', 'nya', 'bagus']","['aplikasi', 'bagus']",aplikasi bagus,aplikasi bagus,,"['aplikasi', 'bagus']",8,positive
bagusss bangettt tapi aku mau belajar bahasanya tapi GPP bagusss bangetttt,bagusss bangettt tapi aku mau belajar bahasanya tapi GPP bagusss bangetttt,bagusss bangettt tapi aku mau belajar bahasanya tapi gpp bagusss bangetttt,bagusss bangettt aku mau belajar bahasanya gpp bagusss bangetttt,bagusss bangettt aku mau belajar bahasanya tidak apa-apa bagusss bangetttt,"['bagusss', 'bangettt', 'aku', 'mau', 'belajar', 'bahasanya', 'tidak', 'apa-apa', 'bagusss', 'bangetttt']","['bagus', 'banget', 'aku', 'mau', 'belajar', 'bahasanya', 'tidak', 'apa-apa', 'bagus', 'bangetttt']","['bagus', 'banget', 'belajar', 'bahasanya', 'apa-apa', 'bagus', 'bangetttt']",bagus banget belajar bahasanya apa-apa bagus bangetttt,bagus banget ajar bahasa apa bagus bangetttt,,"['bagus', 'banget', 'ajar', 'bahasa', 'apa', 'bagus', 'bangetttt']",19,positive
bagus banget buat pemula,bagus banget buat pemula,bagus banget buat pemula,bagus banget buat pemula,bagus banget buat pemula,"['bagus', 'banget', 'buat', 'pemula']","['bagus', 'banget', 'buat', 'pemula']","['bagus', 'banget', 'pemula']",bagus banget pemula,bagus banget mula,,"['bagus', 'banget', 'mula']",8,positive
pemula,pemula,pemula,pemula,pemula,['pemula'],['pemula'],['pemula'],pemula,mula,,['mula'],3,positive
bisa membantu untuk belajar,bisa membantu untuk belajar,bisa membantu untuk belajar,bisa membantu untuk belajar,bisa membantu untuk belajar,"['bisa', 'membantu', 'untuk', 'belajar']","['bisa', 'membantu', 'untuk', 'belajar']","['membantu', 'belajar']",membantu belajar,bantu ajar,,"['bantu', 'ajar']",7,positive
sangat baik untuk orang yang mau belajar bahasa jepang,sangat baik untuk orang yang mau belajar bahasa jepang,sangat baik untuk orang yang mau belajar bahasa jepang,sangat baik untuk orang yang mau belajar bahasa jepang,sangat baik untuk orang yang mau belajar bahasa jepang,"['sangat', 'baik', 'untuk', 'orang', 'yang', 'mau', 'belajar', 'bahasa', 'jepang']","['sangat', 'baik', 'untuk', 'orang', 'yang', 'mau', 'belajar', 'bahasa', 'jepang']","['baik', 'orang', 'belajar', 'bahasa', 'jepang']",baik orang belajar bahasa jepang,baik orang ajar bahasa jepang,,"['baik', 'orang', 'ajar', 'bahasa', 'jepang']",8,positive
saya langsung bisa😊👍,saya langsung bisa,saya langsung bisa,saya langsung bisa,saya langsung bisa,"['saya', 'langsung', 'bisa']","['saya', 'langsung', 'bisa']",['langsung'],langsung,langsung,,['langsung'],3,positive
ini adalah aplikasi yang bagus untuk mengasah kemampuan ku dalam belajar bahasa jepang,ini adalah aplikasi yang bagus untuk mengasah kemampuan ku dalam belajar bahasa jepang,ini adalah aplikasi yang bagus untuk mengasah kemampuan ku dalam belajar bahasa jepang,ini adalah aplikasi yang bagus untuk mengasah kemampuan ku dalam belajar bahasa jepang,ini adalah aplikasi yang bagus untuk mengasah kemampuan ku dalam belajar bahasa jepang,"['ini', 'adalah', 'aplikasi', 'yang', 'bagus', 'untuk', 'mengasah', 'kemampuan', 'ku', 'dalam', 'belajar', 'bahasa', 'jepang']","['ini', 'adalah', 'aplikasi', 'yang', 'bagus', 'untuk', 'mengasah', 'kemampuan', 'ku', 'dalam', 'belajar', 'bahasa', 'jepang']","['aplikasi', 'bagus', 'mengasah', 'kemampuan', 'belajar', 'bahasa', 'jepang']",aplikasi bagus mengasah kemampuan belajar bahasa jepang,aplikasi bagus asah mampu ajar bahasa jepang,,"['aplikasi', 'bagus', 'asah', 'mampu', 'ajar', 'bahasa', 'jepang']",22,positive
sangat membantu ❤️,sangat membantu,sangat membantu,sangat membantu,sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']",['membantu'],membantu,bantu,,['bantu'],4,positive
"apk nya ga jelas, yakali gua latihan berbicara salah terus tapi kalo gua baca awalan nya aja bener semua anehh apk nya",apk nya ga jelas yakali gua latihan berbicara salah terus tapi kalo gua baca awalan nya aja bener semua anehh apk nya,apk nya ga jelas yakali gua latihan berbicara salah terus tapi kalo gua baca awalan nya aja bener semua anehh apk nya,apk nya ga jelas yakali gua latihan berbicara salah terus kalo gua baca awalan nya aja bener semua anehh apk nya,apk nya tidak jelas yakali saya latihan berbicara salah terus kalau saya baca awalan nya saja benar semua anehh apk nya,"['apk', 'nya', 'tidak', 'jelas', 'yakali', 'saya', 'latihan', 'berbicara', 'salah', 'terus', 'kalau', 'saya', 'baca', 'awalan', 'nya', 'saja', 'benar', 'semua', 'anehh', 'apk', 'nya']","['apk', 'nya', 'tidak', 'jelas', 'yakali', 'saya', 'latihan', 'berbicara', 'salah', 'terus', 'kalau', 'saya', 'baca', 'awalan', 'nya', 'saja', 'benar', 'semua', 'anehh', 'apk', 'nya']","['apk', 'yakali', 'latihan', 'berbicara', 'salah', 'baca', 'awalan', 'anehh', 'apk']",apk yakali latihan berbicara salah baca awalan anehh apk,apk yakali latih bicara salah baca awal anehh apk,,"['apk', 'yakali', 'latih', 'bicara', 'salah', 'baca', 'awal', 'anehh', 'apk']",12,positive
